,model_name,n_episodes,mean_reward,std_reward,min_reward,max_reward,time_spend,env
0,random,2000,1158.0464725941317,11.403558400149963,1120.5056388975463,1195.1830996574556,64.85148739814758,lts_mod
1,banditsLinUCB,2000,1159.3550165454717,2.90427290603577,1151.9888027713348,1164.1204440884312,39.070815563201904,lts_mod
2,DQN,1000,1157.9378468489324,0.6523434529724456,1156.6334275443194,1161.832115954583,1040.0275547504425,lts_mod
3,slateQ,150,1162.2569627936882,3.3141123307349933,1156.7804173832494,1167.749938183025,2467.8552775382996,lts_mod
0,random,2000,946.2314651834141,159.5632356355386,565.1255469912982,1988.34342374778,32.16165065765381,lts_default
1,banditsLinUCB,2000,1082.9594096134422,35.788409305197355,1022.213936399934,1232.6129392820665,36.87270712852478,lts_default
2,DQN,1000,949.9182502121687,10.339270558939914,925.4507977981393,976.5982108086417,1031.077119588852,lts_default
3,slateQ,150,978.6667285210839,23.769128400135415,904.6081188550347,1021.6188651585227,2475.318015098572,lts_default
